,id,module_id,title,description,duration
156,9728,651,Exercise 21: Advanced Data Types and Flow Control,This exercise will be a complete compendium of the available C data types and flow control structures you can use.,474.384
157,9729,651,"Exercise 22: The Stack, Scope, and Globals",The concept of scope seems to confuse quite a few people when they first start programming.,637.319
158,9730,651,Exercise 23: Meet Duff's Device,"This exercise is a brain teaser where I introduce you to one of the most famous hacks in C called Duff's device, named after Tom Duff the inventor.",816.019
159,9731,651,"Exercise 24: Input, Output, Files","You've been using `printf` to print things, and that's great and all, but you need more.",672.45
160,9732,651,Exercise 25: Variable Argument Functions,"In C, you can create your own versions of functions like `printf` and `scanf` by creating a variable argument function or vararg funtion.",420.375
161,9733,651,Exercise 26: Project logfind,This is a small project for you to attempt on your own.,1174.443
162,9734,651,Exercise 27: Creative and Defensive Programming,You have now learned most of the basics of C programming and are ready to start becoming a serious programmer.,1453.314
163,9735,651,Exercise 28: Intermediate Makefiles,In the next three exercises you'll create a skeleton project directory to use in building your C programs later.,795.841
164,9736,651,Exercise 29: Libraries and Linking,A central part of any C program is the ability to link it to libraries that your OS provides.,645.91
165,9737,651,Exercise 3: Formatted Printing,"Keep that `Makefile` around since it'll help you spot errors, and we'll be adding to it when we need to automate more things.",624.269
166,9738,651,Exercise 30: Automated Testing,"Automated testing is used frequently in other languages like Python and Ruby, but rarely used in C.",549.779
167,9739,651,Exercise 31: Common Undefined Behavior,"At this point in the book, it's time to introduce you to the most common kinds of UB that you will encounter.",394.368
168,9740,651,Exercise 32: Double Linked Lists,"The purpose of this book is to teach you how your computer really works, and included in that is how various data structures and algorithms function.",1017.406
169,9741,651,Exercise 33: Linked List Algorithms,I'm going to cover two algorithms for a linked list that involve sorting.,1742.588
170,9742,651,Exercise 34: Dynamic Array,"This is an array that grows on its own, and have most of the same features as a linked list.",1138.986
171,9743,651,Exercise 35: Sorting and Searching,"In this exercise, I'm going to cover four sorting algorithms and one search algorithm.",1041.346
172,9744,651,Exercise 36: Safer Strings,"I already introduced you to the ""Better String"" Library in Exercise 26 when we made `devpkg`.",525.352
173,9745,651,Exercise 37: Hashmaps,"Hash maps (hashmaps, hashes, or sometimes dictionaries) are used frequently in dynamic programming languages for storing key/value data.",966.206
174,9746,651,Exercise 38: Hashmap Algorithms,"There are three hash functions that you'll implement in this exercise:  * FNV-1a: Named after the creators Glenn Fowler, Phong Vo, and Landon Curt Noll, this hash produces good numbers and is reasonably fast.",788.179
175,9747,651,Exercise 39: String Algorithms,"In this exercise, I'm going to show you a supposedly faster string search algorithm, and compare it to the one that exists in `bstrlib.",510.538
176,9748,651,Exercise 4: Using a Debugger,"This is a video-focused exercise where I show you how to use the debugger that comes with your computer to debug your programs, detect errors, and even debug processes that are currently running.",1071.067
177,9749,651,Exercise 40: Binary Search Trees,"The binary tree is the simplest tree-based data structure, and even though it's been replaced by hash maps in many languages, it's still useful for many applications.",864.642
178,9750,651,Exercise 41: Project devpkg,You are now ready to tackle a new project called `devpkg`.,636.32
179,9751,651,Exercise 42: Stacks and Queues,"At this point in the book, you should know most of the data structures that are used to build all of the other data structures.",264.871
180,9752,651,Exercise 43: A Simple Statistics Engine,"This is a simple algorithm that I use for collecting summary statistics online, or without storing all of the samples.",480.979
181,9753,651,Exercise 44: Ring Buffer,Ring buffers are incredibly useful when processing asynchronous I/O.,602.419
182,9754,651,Exercise 45: A Simple TCP/IP Client,I'm going to use the `RingBuffer` to create a very simplistic network testing tool called `netclient`.,865.501
183,9755,651,Exercise 46: Ternary Search Tree,"The final data structure that I'll show you is called the *TSTree*, which is similar to the `BSTree`, except it has three branches: `low`, `equal`, and `high`.",376.442
184,9756,651,Exercise 47: A Fast URL Router,I'm now going to show you how I use the `TSTree` to do fast URL routing in Web servers that I've written.,897.823
185,9757,651,Exercise 48: A Simple Network Server,"We now start the part of the book where you do a long-running, more involved project in a series of exercises.",2275.696
186,9758,651,Exercise 49: A Statistics Server,The next phase of your project is to implement the very first feature of the `statserve` server.,3113.0080000000003
187,9759,651,Exercise 5: Memorizing C Operators,"When you learned your first programming language, it most likely involved going through a book, typing in code you didn't quite understand, and then trying to figure out how it worked.",718.101
188,9760,651,Exercise 50: Routing the Statistics,"Once you've solved the problem of the protocol, and putting statistics into a data structure, you'll want to make this much richer.",2292.1580000000004
189,9761,651,Exercise 51: Storing the Statistics,The next problem to solve is how to store the statistics.,3084.6330000000003
190,9762,651,Exercise 52: Hacking and Improving Your Server,The final exercise consists of three videos.,2274.094
191,10002,651,Exercise 6: Memorizing C Syntax,"After learning the operators, it's time to memorize the keywords and basic syntax structures you'll be using.",740.671
192,10003,651,Exercise 7: Variables and Types,"You should be getting a grasp of how a simple C program is structured, so let's do the next simplest thing and make some variables of different types: ...",814.789
193,10004,651,"Exercise 8: If, Else-If, Else","In C, there really isn't a *Boolean* type.",325.707
194,10005,651,Exercise 9: While-Loop and Boolean Expressions,"The first looping construct I'll show you is the `while-loop`, and it's the simplest, useful loop you could possibly use in C.",257.417
195,10007,651,Next Steps,"This book is most likely a monumental undertaking for a beginner programmer, or even a programmer with no experience with many of the topics covered inside.",0.0
196,10008,651,This Book Is Not Really about C,"Please don't feel cheated, but this book is not about teaching you C programming.",0.0
197,27523,651,Preface,This is a rough in-progress dump of the book.,0.0
198,10065,660,Exercise 0: The Setup,This book will use [SQLite3](http://www.,343.47
199,10066,660,Exercise 1: Creating Tables,"In the introduction I said that you can do ""Create Read Update Delete"" operations to the data inside tables.",432.844
200,10067,660,Exercise 10: Updating Complex Data,In the previous exercise you did a simple `UPDATE` that changed just one row.,177.099
201,10068,660,Exercise 12: Destroying And Altering Tables,You've already encountered `DROP TABLE` as a way to get rid of a table you've created.,430.498
202,10069,660,Exercise 13: Migrating And Evolving Data,This exercise will have you apply some skills you've learned.,1247.609
203,10070,660,Exercise 22: Accessing SQLite3 from Python,Learn how to access a SQLite3 database from Python.,570.701
204,10414,660,Exercise 23: Setting Up PostgreSQL,The final exercise in this book will teach you to setup a basic PostgreSQL database on your desktop machine.,1426.078
205,11033,660,Exercise 3: Inserting Data,"You have a couple tables to work with, so now I'll have you put some data into them using the `INSERT` command:  {{ ork.",383.896
206,11344,660,Exercise 4: Insert Referential Data,In the last exercise you filled in some tables with people and pets.,459.663
207,11345,660,Exercise 5: Selecting Data,"Out of the CRUD matrix you only know ""Create"".",421.327
208,11346,660,Exercise 6: Join Many Tables,Hopefully you're getting your head around selecting data out of tables.,588.742
209,11347,660,Exercise 7: Deleting Data,"This is the simplest exercise, but I want you to think for a second before typing the code in.",542.094
210,11348,660,Exercise 8: Deleting Using Other Tables,"Remember I said, ""`DELETE` is like `SELECT` but it removes rows from the table.",381.272
211,11902,660,Exercise 9: Updating Data,"You now know the CRD parts of CRUD, and I just need to teach you the Update part to round out the core of SQL.",337.758
212,11904,660,Next Steps,You now know the *very* basic level of SQL.,0.0
213,11905,660,"Introduction: Haters Gonna Hate, Or Why You Still Need SQL","SQL is everywhere, and I'm not saying that because I want you to use it.",0.0
214,12784,660,Exercise 11: Replacing Data,I'm going to show you an alternative way to insert data which helps with atomic replacement of rows.,227.44
215,12787,660,Exercise 14: Basic Transactions,Imagine if the SQL in your last exercise had an error half-way through its run and it aborted.,403.378
216,12788,660,Exercise 15: GROUP BY And Counts,For this exercise we'll need a large dataset to demonstrate how to group rows by data in their columns.,461.497
217,12789,660,Exercise 16: GROUP BY With Relations,For the rest of the book we will be using the `ex15.,401.357
218,12790,660,"Exercise 17: Dates, Times and ORDER BY",I'm going to tell you a little story about SQL and time.,414.337
219,12791,660,Exercise 18: Aggregate Functions,"In this exercise you'll learn the other ""aggregate functions"".",369.941
220,12792,660,Exercise 19: Logic and Math Expressions,"The SQLite3 language supports many more functions to handle math, string manipulation, grouping, types, and other features in the [SQLite3 Core Functions](https://www.",580.36
221,12793,660,Exercise 2: Creating A Multi-Table Database,Creating one table isn't too useful.,726.692
222,12794,660,Exercise 20: Inner and Outer Joins,You have been learning how to join (link) tables using simple equality (`person.,254.096
223,12795,660,Exercise 21: Using Views,A `VIEW` is a fake table that is populated with the results of a `SELECT` query you write.,306.713
224,49838,660,Preface,This is a simple course that teaches you the basics of SQL.,0.0
225,13356,847,Exercise 0: The Setup,You are going to need to set up and configure some tools to do this book.,1080.379
226,13357,847,Exercise 1: On Process,There's two type of processes in the world of software development.,1033.196
227,13358,847,Exercise 2: On Creativity,Creativity is nothing special.,541.002
228,13359,847,Exercise 3: On Quality,I'm going to propose a scientific theory about cognition I cannot prove:   ```...,367.851
229,13361,847,Introduction,"Process, Creativity, and Quality.",0.0
230,49844,847,Part I: Initial Knowledge,The very first thing you need to learn is everything.,0.0
231,13362,848,Exercise 4: Dealing with Command Line Arguments,Before you can work on this first part of the book you need to do some quick hacking that teaches you about command line arguments in Python.,898.7059999999999
232,13363,848,Exercise 5: cat,With Exercise 4 you began the work of finding out what blocks you.,814.4639999999999
233,13364,848,Exercise 6: find,Hopefully you are discovering the various ways you sabotage yourself even before you begin to work.,1817.38
234,13365,848,Exercise 7: grep,The `find` command should have been possible but a good challenge for 45 minutes.,1155.542
235,13366,848,Exercise 8: cut,Hopefully you're learning more Python but even more about yourself and how you work.,780.1220000000001
236,13367,848,Exercise 9: sed,"Using these tiny projects to study yourself is useful, but let's pan out and look at the main topics you've focused on:  - Startup process for beginning work, such as your text editor, how well you can type, and other things that happen inside the computer.",1700.259
237,13368,848,Exercise 10: sort,"You are slowly building up what I call a Personal Process Practice (3P), which isn't a new idea at all.",1888.4569999999999
238,13369,848,Exercise 11: uniq,There isn't much more to say in the beginning of these last two exercises.,2464.683
239,13370,848,Exercise 12: Review,The first stage of my methodic madness is complete for me but not for you.,664.068
240,13371,848,Part II: Quick Hacks,You've got the best idea ever.,0.0
241,13372,849,Exercise 13: Single Linked Lists,The first data structure you will implement is the Single Linked List.,1725.522
242,13373,849,Exercise 14: Double Linked Lists,The previous exercise may have taken you quite a while to complete since you have to figure out how to make a single linked list work.,1939.5410000000002
243,13374,849,Exercise 15: Stacks and Queues,When working with data structures you'll oftentimes encounter a structure that is similar to another.,2482.9570000000003
244,13375,849,"Exercise 16: Bubble, Quick, and Merge Sort",You are now going to attempt to implement sorting algorithms for your `DoubleLinkedList` data structure.,2918.842
245,13376,849,Exercise 17: Dictionary,You should be familiar with Python's `dict` class already.,860.369
246,13377,849,Exercise 18: Measuring Performance,In this exercise you're going to learn to use several tools to analyze the performance of the data structures and algorithms you've created.,1551.535
247,13378,849,Exercise 19: Improving Performance,"This is a mostly video exercise where I will demonstrate *improving* the performance of the code you've written so far, but first you should attempt it.",2235.061
248,13379,849,Exercise 20: Binary Search Trees,In this exercise I'm going to teach you to translate an English description of a data structure into working code.,3322.196
249,13380,849,Exercise 21: Binary Search,The Binary Search algorithm is a simple way to find an item in an already sorted list of items.,4627.111
250,13381,849,Exercise 22: Suffix Arrays,I'd like to tell you a story about suffix arrays.,1833.8899999999999
251,13382,849,Exercise 23: Ternary Search Trees,"The final data structure we'll investigate is called a Ternary Search Tree (`TSTree`), and it's useful for quickly finding a string in a set of strings.",819.944
252,13383,849,Exercise 24: Fast URL Search,We will end the section on data structures and algorithms with a performance measurement challenge that applies your data structures to an actual problem.,2714.298
253,13384,849,Part III: Data Structures,You're well on your way to building a personal process that gets you started quickly and with limited friction.,0.0
254,13385,850,Exercise 25: xargs,We are returning to challenge mode exercises and to warm you up you'll be implementing `xargs`.,1286.711
255,13386,850,Exercise 26: hexdump,You've done a warmup with `xargs` and are now working in the cycle of code then audit.,1138.173
256,13387,850,Exercise 27: tr,This exercise is continuing the study of doing TDD (aka Test First) style development.,870.168
257,13388,850,Exercise 28: sh,"You are now going to continue your TDD style process, but you'll add a small hack session to start.",1144.8139999999999
258,13389,850,Exercise 29: diff and patch,To finish [Part IV](part3.,1143.375
259,13390,850,Part IV: Intermediate Projects,In [Part III](part2.,0.0
260,13391,851,Exercise 30: Finite State Machines,Whenever you read a book on parsing there's this scary chapter on Finite State Machines (FSM).,1161.5320000000002
261,13392,851,Exercise 31: Regular Expressions,A regular expression (regex) is a succinct way to encode how a sequence of characters should be matched in a string.,715.5
262,13393,851,Exercise 32: Scanners,"My first book very casually covered scanners in [Learn Python The Hard Way, Exercise 48](https://learnpythonthehardway.",538.796
263,13394,851,Exercise 33: Parsers,Imagine you're given a huge list of numbers and you have to enter them into a spreadsheet.,811.7
264,13395,851,Exercise 34: Analyzers,You now have a parser that should be producing a tree of grammar production objects.,405.909
265,13396,851,Exercise 35: Interpreters,This final exercise in parsing should be both challenging and fun.,1188.235
266,13397,851,Exercise 36: Simple Calculator,This challenge is to create a simple algebraic calculator using everything you've learned about parsing.,1030.131
267,13398,851,Exercise 37: Little BASIC,You are now going to take a trip back in time to my childhood and implement a BASIC interpreter.,1320.844
268,13399,851,Part V: Parsing Text,"This part of the book will teach you about text processing and, specifically, the beginning of parsing text formally.",0.0
269,13400,852,Exercise 38: Introduction To SQL,The best way to learn how to model and design solid data is to start with the very basic building blocks.,596.405
270,13401,852,Exercise 39: Creating with SQL,"When we talk about the acronym ""CRUD"" the 'C' stands for ""Create"" and it doesn't just mean creating tables.",664.068
271,13402,852,Exercise 40: Reading with SQL,"Out of the CRUD matrix you only know ""Create"".",658.681
272,13403,852,Exercise 41: Updating with SQL,"You now know the CR parts of CRUD, which leaves the Update and Delete operations.",575.971
273,13404,852,Exercise 42: Deleting with SQL,"This is the simplest exercise, but I want you to think for a second before typing the code in.",317.951
274,13405,852,Exercise 43: SQL Administration,"The word ""administration"" is overloaded in databases.",326.496
275,13406,852,Exercise 44: Using Python's Database API,Python has a standardized database API that enables you to use the same code to access multiple databases.,548.804
276,13407,852,Exercise 45: Creating an ORM,The final exercise in the SQL part of the book is a big jump.,837.614
